MasterID,ID,Text,AspectTerms,AspectPolarities,AspectCategories,CategoryPolarities
33067279#1612676,0,I stopped by for some brunch today and had the vegan cranberry pancakes and some rice milk.,"['brunch today', 'rice milk', 'vegan cranberry pancakes']","{'brunch today': 'neutral', 'rice milk': 'neutral', 'vegan cranberry pancakes': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33067279#1612676,1,The food was very good and I was pleasantly surprised to see so many vegan options.,"['many vegan options', 'food']","{'many vegan options': 'positive', 'food': 'positive'}",['service'],{'service': 'neutral'}
33068425#562449,0,"For someone who used to hate Indian food, Baluchi's has changed my mid.","['someone', 'indian food', 'baluchi', 'mid']","{'someone': 'negative', 'indian food': 'negative', 'baluchi': 'negative', 'mid': 'negative'}",['price'],{'price': 'neutral'}
33068425#562449,1,"Finally a curry that I can eat, enjoy and not suffer from gastritis from 3 hours later.","['gastritis', 'curry', 'hours']","{'gastritis': 'positive', 'curry': 'positive', 'hours': 'positive'}",['ambience'],{'ambience': 'neutral'}
33068425#562449,2,Try the homemade breads.,['homemade breads'],{'homemade breads': 'neutral'},['ambience'],{'ambience': 'neutral'}
33068425#562449,3,"All are GREAT - poori, naan, paratha all FRESH.","['great', 'poori', 'fresh']","{'great': 'positive', 'poori': 'positive', 'fresh': 'positive'}",['food'],{'food': 'neutral'}
33068517#482841,0,My wife and I recently visited the bistro for dinner and had a wonderful experience.,"['bistro', 'dinner', 'wonderful experience', 'wife']","{'bistro': 'positive', 'dinner': 'positive', 'wonderful experience': 'positive', 'wife': 'positive'}",['service'],{'service': 'neutral'}
33068517#482841,1,The crab cakes are delicious and the BBQ rib was perfect.,"['crab cakes', 'bbq rib']","{'crab cakes': 'positive', 'bbq rib': 'positive'}",['food'],{'food': 'neutral'}
33068517#482841,2,Great wine list and great cocktail menu.,"['great cocktail menu', 'great wine list']","{'great cocktail menu': 'positive', 'great wine list': 'positive'}",['ambience'],{'ambience': 'neutral'}
33068517#482841,3,We'll definitly be back again!,[],{},['miscellaneous'],{'miscellaneous': 'neutral'}
33068635#1533725,0,The food is very good and the service is great.,"['service', 'food']","{'service': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
33068664#1164940,0,"In mi burrito, here was nothing but dark chicken that had that cooked last week and just warmed up in a microwave taste.","['microwave taste', 'dark chicken', 'mi burrito', 'last week', 'nothing']","{'microwave taste': 'negative', 'dark chicken': 'negative', 'mi burrito': 'negative', 'last week': 'negative', 'nothing': 'negative'}",['service'],{'service': 'neutral'}
33068734#650934,0,"Go with the specials, and stay away from the salmon.","['salmon', 'specials']","{'salmon': 'neutral', 'specials': 'neutral'}",['service'],{'service': 'neutral'}
33068734#650934,1,The pastas were pretty good.,['pastas'],{'pastas': 'positive'},['ambience'],{'ambience': 'neutral'}
33068734#650934,2,Atmosphere is a bore.,"['bore', 'atmosphere']","{'bore': 'neutral', 'atmosphere': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33068890#423889,0,Go here if you want fresh and tasty salads of any type you can imagine.,"['type', 'go', 'tasty salads']","{'type': 'positive', 'go': 'positive', 'tasty salads': 'positive'}",['food'],{'food': 'neutral'}
33068909#1189415,0,last Tuesday for a late lunch with a friend.,"['late lunch', 'last tuesday', 'friend']","{'late lunch': 'negative', 'last tuesday': 'negative', 'friend': 'negative'}",['service'],{'service': 'neutral'}
33068909#1189415,1,"After waiting for almost an hour, the waiter brusquely told us he'd forgotten to give the kitchen our order.","['hour', 'order', 'waiter']","{'hour': 'neutral', 'order': 'neutral', 'waiter': 'neutral'}",['service'],{'service': 'neutral'}
33068909#1189415,2,I asked repeatedly what the status of the meal was and was pretty much grunted at by the unbelievably rude waiter.,"['unbelievably rude waiter', 'status', 'meal']","{'unbelievably rude waiter': 'neutral', 'status': 'neutral', 'meal': 'neutral'}",['ambience'],{'ambience': 'neutral'}
33068909#1189415,3,Horrible experience - stay away!,['horrible experience'],{'horrible experience': 'negative'},['miscellaneous'],{'miscellaneous': 'neutral'}
33068909#1189415,4,I can't imagine how much worse it would have been if we'd gone at a prime time!,['prime time'],{'prime time': 'negative'},['food'],{'food': 'neutral'}
33069536#707145,0,"This place has the best Indian food in New York, hands down.","['place', 'indian food', 'new york']","{'place': 'positive', 'indian food': 'positive', 'new york': 'positive'}",['service'],{'service': 'neutral'}
33069536#707145,1,The waiters are very friendly and helpful and if you frequent they will remember you.,['waiters'],{'waiters': 'positive'},['price'],{'price': 'neutral'}
33069536#707145,2,The food is also outstanding and is served quite quickly.,['food'],{'food': 'positive'},['food'],{'food': 'positive'}
33069536#707145,3,My husband and I have been there at least 6 times and we've always been given the highest service and often free desserts.,"['service', 'free desserts', 'husband', 'times']","{'service': 'neutral', 'free desserts': 'neutral', 'husband': 'neutral', 'times': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33069536#707145,4,"If you're looking to taste some great Indian food and want good service, definitely visit Curry Leaf.","['visit curry leaf', 'good service', 'great indian food']","{'visit curry leaf': 'positive', 'good service': 'positive', 'great indian food': 'positive'}",['food'],{'food': 'positive'}
33069847#1306433,0,"El Nidos one of the best restaurants in New York which I've ever been to, has a great variety of tasty, mouth watering pizza's.","['pizza', 'new york', 'restaurants', 'el nidos', 'great variety']","{'pizza': 'positive', 'new york': 'positive', 'restaurants': 'positive', 'el nidos': 'positive', 'great variety': 'positive'}",['service'],{'service': 'neutral'}
33069847#1306433,1,"The pizza's are made fresh, crispy, and ready to serve.","['pizza', 'crispy']","{'pizza': 'positive', 'crispy': 'positive'}",['price'],{'price': 'neutral'}
33069901#1437116,0,The service we experienced was friendly and good.,['service'],{'service': 'positive'},['price'],{'price': 'neutral'}
33069901#1437116,1,"I can say that the wraps, burgers and salads were all fresh, tasty and the mango margareta at $9 was WELL WORTH the money.","['wraps', 'mango margareta', 'money', 'well', 'burgers', 'salads']","{'wraps': 'positive', 'mango margareta': 'positive', 'money': 'positive', 'well': 'positive', 'burgers': 'positive', 'salads': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33069901#1437116,2,It was delicious and large!,[],{},['food'],{'food': 'neutral'}
33069925#747092,0,"now called nikki sushi, sushi is OK. new hamburger with special sauce is ok - at least better than big mac!","['ok. new hamburger', 'sushi', 'nikki sushi', 'special sauce', 'big mac']","{'ok. new hamburger': 'positive', 'sushi': 'positive', 'nikki sushi': 'positive', 'special sauce': 'positive', 'big mac': 'positive'}",['service'],{'service': 'neutral'}
33069925#747092,1,"but, the filet mignon was not very good at all cocktail hour includes free appetizers (nice non-sushi selection).","['hour', 'free appetizers', 'filet mignon', 'nice non-sushi selection']","{'hour': 'positive', 'free appetizers': 'positive', 'filet mignon': 'positive', 'nice non-sushi selection': 'positive'}",['ambience'],{'ambience': 'neutral'}
33069925#747092,2,"SUM IT: local investment bankers like it, try for yourself at least once.","['sum it', 'local investment bankers']","{'sum it': 'negative', 'local investment bankers': 'negative'}",['ambience'],{'ambience': 'neutral'}
33070286#1133164,0,WE ENDED UP IN LITTLE ITALY IN LATE AFTERNOON.,['we ended up in little italy in late afternoon'],{'we ended up in little italy in late afternoon': 'negative'},['miscellaneous'],{'miscellaneous': 'neutral'}
33070286#1133164,1,IT WAS OUR ONLY OPPORTUNITY TO VISIT AND WANTED AN AUTHENTIC ITALIAN MEAL.,['it was our only opportunity to visit and wanted an authentic italian meal'],{'it was our only opportunity to visit and wanted an authentic italian meal': 'positive'},['food'],{'food': 'neutral'}
33070286#1133164,2,THEY HAVE WAITERS ON THE SIDEWALK TRYING TO PULL YOU IN WHICH MADE US SUSPICIOUS.,"['on the sidewalk trying to pull you in which made us suspicious', 'they']","{'on the sidewalk trying to pull you in which made us suspicious': 'neutral', 'they': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33070286#1133164,3,WE WERE PLEASANTLY SURPRISED WITH OUR CHOICE.,['we were pleasantly surprised with our choice'],{'we were pleasantly surprised with our choice': 'neutral'},['service'],{'service': 'neutral'}
33070286#1133164,4,THE LASAGNA WAS PROBABLY THE BEST I HAVE TASTED.,['lasagna was probably the best'],{'lasagna was probably the best': 'positive'},['ambience'],{'ambience': 'neutral'}
33070286#1133164,5,DON'T KNOW WHAT THE OTHERS ON THE BLOCK WERE LIKE BUT WE WERE PLEASED WITH OUR CHOICE.,"[""n't"", 'the others on the block were like but we were pleased with our choice']","{""n't"": 'positive', 'the others on the block were like but we were pleased with our choice': 'positive'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33070305#1312437,0,"However, it was worth the visit.",['visit'],{'visit': 'positive'},['food'],{'food': 'neutral'}
33070305#1312437,1,The menu is interesting and quite reasonably priced.,['menu'],{'menu': 'positive'},['service'],{'service': 'neutral'}
33070305#1312437,2,The food was delicious and clearly fresh ingredients were used.,"['fresh ingredients', 'food']","{'fresh ingredients': 'positive', 'food': 'positive'}",['price'],{'price': 'neutral'}
33070305#1312437,3,The staff was extremely friendly and pleasant.,['staff'],{'staff': 'positive'},['ambience'],{'ambience': 'neutral'}
33070305#1312437,4,"The room is a little plain, but it's difficult to make such a small place exciting and I would not suggest that as a reason not to go.","['room', 'small place exciting', 'reason', 'little plain']","{'room': 'negative', 'small place exciting': 'negative', 'reason': 'negative', 'little plain': 'negative'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33070305#1312437,5,The whole experience was satisfying.,['whole experience'],{'whole experience': 'positive'},['food'],{'food': 'neutral'}
33070305#1312437,6,A nice find in the neighborhood.,"['neighborhood', 'nice find']","{'neighborhood': 'positive', 'nice find': 'positive'}",['price'],{'price': 'neutral'}
33070309#423221,0,"Had a lovely dinner in this dedicated seafood joint, food was well-prepared and -presented and the service was pleasant and prompt.","['dedicated seafood joint', 'service', 'food', 'lovely dinner', 'prompt']","{'dedicated seafood joint': 'positive', 'service': 'positive', 'food': 'positive', 'lovely dinner': 'positive', 'prompt': 'positive'}",['price'],{'price': 'neutral'}
33070309#423221,1,"A nice space, as long as it doesn't get too crowded and a singleminded devotion to its chosen cuisine make Mare a great choice for seafood lovers.","['mare', 'nice space', 'chosen cuisine', 'seafood lovers', 'great choice', 'singleminded devotion']","{'mare': 'positive', 'nice space': 'positive', 'chosen cuisine': 'positive', 'seafood lovers': 'positive', 'great choice': 'positive', 'singleminded devotion': 'positive'}",['ambience'],{'ambience': 'neutral'}
33070383#592089,0,With all the mundane or mediocre places on 8th avenue it is nice to have one that is a step above in quaility and atmosphere.,"['mundane', 'avenue', 'mediocre places', 'step', 'atmosphere', 'quaility']","{'mundane': 'neutral', 'avenue': 'neutral', 'mediocre places': 'neutral', 'step': 'neutral', 'atmosphere': 'neutral', 'quaility': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
33070383#592089,1,If you like seafood and/or Greek food you will love this place though it is not limited to just these things.,"['place', 'things', 'seafood and/or greek food']","{'place': 'positive', 'things': 'positive', 'seafood and/or greek food': 'positive'}",['food'],{'food': 'positive'}
33070461#1496736,0,The food was almost always EXCELLENT.,"['excellent', 'food']","{'excellent': 'positive', 'food': 'positive'}",['service'],{'service': 'neutral'}
33070461#1496736,1,My favs here are the Tacos Pastor and the Tostada de Tinga... Having moved I truly miss this place.,"['place', 'favs', 'tacos pastor', 'tostada', 'tinga']","{'place': 'neutral', 'favs': 'neutral', 'tacos pastor': 'neutral', 'tostada': 'neutral', 'tinga': 'neutral'}",['price'],{'price': 'neutral'}
33070532#604874,0,The decor is what initially got me in the door.,"['decor', 'door']","{'decor': 'neutral', 'door': 'neutral'}",['ambience'],{'ambience': 'neutral'}
33070588#0,0,"Thick fries, meaty chili and stuffed baked potatoes round out a menu that includes a cool, ultra-thick chocolate Frosty.","['menu', 'stuffed', 'potatoes', 'ultra-thick chocolate frosty', 'meaty chili', 'thick fries']","{'menu': 'neutral', 'stuffed': 'neutral', 'potatoes': 'neutral', 'ultra-thick chocolate frosty': 'neutral', 'meaty chili': 'neutral', 'thick fries': 'neutral'}",['miscellaneous'],{'miscellaneous': 'neutral'}
